Key	S_bandwidth	S_DOS	S_total
mp-brgbv	0.8902152036691641	0.7654599686804431	0.9937625435795284
mp-brgcu	0.7801749564140701	0.8043695088284131	0.9894750190510804
mp-brgdy	0.918477699049369	0.611540240249686	0.9806251824222096
mp-brgef	0.8698155474893041	0.6644831103318001	0.983277906976478
mp-brgev	0.9835007438812172	0.7135889977121621	0.9949411618132504
mp-brgfg	0.991911282122916	0.8632826230508741	0.9991605147100718
mp-brgif	0.8535533905932731	0.685867606398873	0.9843816595251486
mp-brgij	0.901096334941153	0.690917444125274	0.9890119017487244
mp-brgiy	0.950840822543023	0.7771755717927461	0.9965290061248272
mp-brgkz	0.990746867216716	0.8700421305863131	0.9992300772880456
mp-brgla	0.964501724482212	0.6553261756980091	0.9900074814145636
mp-brgmv	0.99849947463499	0.680859319494994	0.9937197545148356
mp-brgpt	0.93890791348056	0.698335700095113	0.9920118769620542
mp-brgqj	0.834954229383087	0.832208177932737	0.9945309357860532
mp-brgtc	0.9780502044892372	0.8194807856168821	0.9982682304243504
mp-brhhp	0.956559511598267	0.668674939959351	0.9906959867357116
mp-brhwe	0.991045243455786	0.714638004594608	0.9952608163566564
mp-briad	0.901096334941152	0.5715311044661451	0.9702820196907984
mp-briaj	0.857236339816402	0.875131336664228	0.9969054897442852
mp-brjpi	0.72792781118175	0.6910880968451111	0.9666074624025894
mp-brjyr	0.852069332231811	0.661102486710414	0.9808259114868968
mp-brksh	0.9179036806841352	0.7812558406419541	0.9956411510574716
mp-brlbo	0.6268789722924021	0.7773043264476961	0.9615598093142688
mp-brmon	0.9927336263856872	0.480225310413616	0.9583705170030992
mp-brmsj	0.881221255505724	0.6275918749242171	0.9789652346158852
mp-brmvw	0.7793069949176471	0.6054056595527281	0.955860837706993
mp-brmyu	0.974050951842016	0.569360515294231	0.9794093315406304
mp-brngw	0.942127580188036	0.7272348187724731	0.9940080442343284
mp-brnnc	0.9913387732765472	0.468990918336933	0.9537543910585828
mp-brnpn	0.9199047085146412	0.712016430307789	0.991947065638827
mp-brock	0.7057571793025541	0.814822700152754	0.9827729787780948
mp-broni	0.894756372238188	0.524951151147478	0.9553582910393692
mp-brpgv	0.860154512443953	0.6292303859946311	0.976526959941284
mp-brpgy	0.934833647383382	0.6699831764365201	0.989421038061446
mp-brpkh	0.8998423292435451	0.7617479240386551	0.9940083910546492
mp-brpmm	0.860517510922394	0.586929515832465	0.9673951354904607
mp-brpnq	0.8361188023797571	0.651331466502709	0.9772049253031524
mp-brppf	0.773197173367134	0.673243407810832	0.9715337429409304
mp-brppk	0.939658155095278	0.708528849380175	0.9927562959788524
mp-brpsk	0.8915212816511521	0.6133717818927821	0.9777470377972336
mp-brpsn	0.980582710894426	0.680174750256834	0.99286578606773
mp-brpst	0.8361188023797571	0.714160704137704	0.9859861075201294
mp-brpti	0.950159385701096	0.63125250305501	0.9864344445071658
mp-brptm	0.844936142691579	0.697174917079835	0.984896480188944
mp-brptq	0.89184672866292	0.707773707149288	0.9898707547883748
mp-brpub	0.812621328167852	0.756826925656351	0.9881478289399128
mp-brpuh	0.9306373109379812	0.524114852589476	0.9621015825616552
mp-brpvo	0.9567727288213	0.6631840279090381	0.990231425247081
mp-brpxh	0.965272722178762	0.728289443165675	0.99499195509243
mp-brpyf	0.9758508168009912	0.506439441760966	0.9643547901735048
mp-brpyh	0.940404057461502	0.701436365019484	0.9923125882496966
mp-brpyp	0.950159385701096	0.726735736768756	0.9943212962278596
mp-brqai	0.940898911374844	0.587179887842003	0.9789491237428048
mp-brqaj	0.9601159236829352	0.6390842987223571	0.988094088561391
mp-brqal	0.9309031361273772	0.529873523702867	0.9639262328936709
mp-brqbg	0.920188730226094	0.635024837170727	0.9842932991854734
mp-brqdw	0.909074858712511	0.6406295961521681	0.9839906691851884
mp-brqdy	0.9605247597820452	0.64762200412449	0.9890086815197656
mp-brqed	0.9673508318659392	0.520236446674463	0.9671195711757604
mp-brqef	0.9515178097680432	0.5050239314109181	0.959636429920743
mp-brqep	0.903892083174558	0.618817179004812	0.9801808323448192
mp-brqer	0.882235765711545	0.6884975907303701	0.9873067010070667
mp-brqeu	0.914127992048801	0.54968920697936	0.9667565670248516
mp-brqja	0.996315495304464	0.476989967957992	0.9578196449019856
mp-brqki	0.8215274852376151	0.7623051797856161	0.9893476348406064
mp-brqkl	0.759461230263985	0.821009748810368	0.9890677584547988
mp-shw	0.8101633789882771	0.74290837190404	0.9865855164609372
mp-skd	0.5895728224417911	0.777269449237122	0.9502189596513588
mp-tbl	0.8655577973649321	0.811119819399669	0.9949138664062758
mp-tnr	0.8298696935515131	0.574033896005535	0.9577435522040874
mp-tsx	0.852069332231811	0.69171157975583	0.9849466010508776
mp-ude	0.8612423214266741	0.694069266695149	0.9860865456764468
mp-bjzne	0.987958380969373	0.7901575618138641	0.9977979299660924
mp-ckyfw	0.798112437482807	0.667862676931677	0.9746165169169896
mp-bfvpm	0.911766298814212	0.8294300751093011	0.9971027550917652
