material_id,formula_pretty,spacegroup_number,wyckoff_positions
mp-bqkx,Ba2Nb15O32,148,"Ba:2c,Nb:2c,Nb:6f,Nb:6f,Nb:1a,O:6f,O:6f,O:6f,O:6f,O:6f,O:2c"
mp-bqky,S2O5F2,114,"S:8e,O:8e,O:8e,O:4d,F:8e"
mp-bqkz,BiS,38,"Bi:4f,Bi:4f,Bi:2e,S:4f,S:4f,S:2e"
mp-bqlb,NaGaBr4,62,"Na:4c,Ga:4c,Br:4c,Br:4c,Br:8d"
mp-egi,Th11(Ru2C3)6,217,"Th:4c,Th:6d,Th:1a,Ru:12g,C:6e,C:12g"
mp-bqlc,KGaBr4,161,"K:6b,Ga:6b,Br:6b,Br:6b,Br:6b,Br:6b"
mp-bqlf,Ta(ICl)2,71,"Ta:2e,I:2i,I:2j,Cl:4n"
mp-bqlg,Sb7Se8F35,14,"Sb:2b,Sb:4e,Sb:4e,Sb:4e,Se:4e,Se:4e,Se:4e,Se:4e,F:4e,F:4e,F:4e,F:4e,F:4e,F:4e,F:4e,F:4e,F:4e,F:4e,F:4e,F:4e,F:4e,F:4e,F:4e,F:2d,F:4e,F:4e"
mp-bqlh,Ba8Ni6N7,15,"Ba:2e,Ba:2e,Ba:4f,Ba:4f,Ba:4f,Ni:4f,Ni:4f,Ni:4f,N:2d,N:2e,N:2e,N:4f,N:4f"
mp-bqli,Ni(H2N)2,200,"Ni:6g,Ni:12j,H:12j,H:12k,H:24l,H:24l,N:6e,N:6f,N:24l"
mp-bqlj,U2Cu4As5,139,"U:2e,Cu:4g,As:2e,As:1a,As:2d"
mp-bqlk,SrHgO2,166,"Sr:3b,Hg:3a,O:6c"
mp-bqln,TaTe4I,2,"Ta:2i,Te:2i,Te:2i,Te:2i,Te:2i,I:2i"
mp-bqlo,Cs2CuF6,225,"Cs:2c,Cu:1a,F:6e"
mp-bqlp,Al3Te3I,62,"Al:4c,Al:4c,Al:4c,Te:4c,Te:4c,Te:4c,I:4c"
mp-bqlr,KSiH3,62,"K:4c,Si:4c,H:8d,H:4c"
mp-bqls,K3FeO4,62,"K:8d,K:4c,Fe:4c,O:4c,O:4c,O:8d"
mp-bqlu,Na4IrO4,87,"Na:4h,Ir:1a,O:4h"
mp-bqlv,Li4V3O8,11,"Li:2e,Li:2e,Li:2e,Li:2e,V:2e,V:2e,V:2e,O:2e,O:2e,O:2e,O:2e,O:2e,O:2e,O:2e,O:2e"
mp-lb,UF4,15,"U:4f,U:2e,F:4f,F:4f,F:2d,F:2e,F:4f,F:4f,F:4f"
mp-bqlw,Fe2Pb3F12,2,"Fe:2i,Fe:2i,Pb:2i,Pb:2i,Pb:2i,F:2i,F:2i,F:2i,F:2i,F:2i,F:2i,F:2i,F:2i,F:2i,F:2i,F:2i,F:2i"
mp-bqlx,CsSbS6,14,"Cs:4e,Sb:4e,S:4e,S:4e,S:4e,S:4e,S:4e,S:4e"
mp-bqly,Gd2B3C2,65,"Gd:2i,B:2j,B:1c,C:2j"
mp-bqlz,RbAg5S3,190,"Rb:4f,Rb:2a,Ag:6h,Ag:6g,Ag:12i,Ag:6h,S:6h,S:6h,S:6h"
mp-bqma,Cr4As3,12,"Cr:1c,Cr:2i,Cr:2i,Cr:2i,Cr:1a,As:2i,As:2i,As:2i"
mp-bqmb,CaB2Rh3,191,"Ca:1b,B:2d,Rh:3f"
mp-bqmc,Sr5(B5Rh7)2,69,"Sr:2i,Sr:2i,Sr:1b,B:4m,B:4m,B:2h,Rh:2f,Rh:4j,Rh:4j,Rh:2i,Rh:2i"
mp-bqmd,PrNb5O14,59,"Pr:4e,Nb:4f,Nb:8g,Nb:8g,O:4e,O:8g,O:4e,O:4e,O:8g,O:2a,O:8g,O:4f,O:8g,O:2b,O:4e"
mp-bqme,In3(PO4)2,220,"In:12d,P:8c,O:8c,O:24e"
mp-bqmf,C15S4,15,"C:4f,C:4f,C:4f,C:4f,C:4f,C:4f,C:4f,C:4f,C:4f,C:4f,C:4f,C:4f,C:4f,C:4f,C:4f,C:4f,C:4f,C:4f,C:4f,C:4f,C:4f,C:4f,C:4f,C:4f,C:4f,C:4f,C:4f,C:4f,C:4f,C:4f,S:4f,S:4f,S:4f,S:4f,S:4f,S:4f,S:4f,S:4f"
mp-bqmg,BaGe2S5,227,"Ba:4c,Ge:8e,S:12f,S:8e"
mp-bqmh,Sb2S2O,2,"Sb:2i,Sb:2i,Sb:2i,Sb:2i,S:2i,S:2i,S:2i,S:2i,O:2i,O:2i"
mp-bqmi,Si2Hg6O7,12,"Si:2i,Hg:4j,Hg:2i,O:1b,O:4j,O:2i"
mp-bqmj,Na2Te2O5,15,"Na:4f,Na:4f,Te:4f,Te:4f,O:4f,O:4f,O:4f,O:4f,O:4f"
mp-bqmk,Dy(AlCl4)3,151,"Dy:3a,Al:3b,Al:6c,Cl:6c,Cl:6c,Cl:6c,Cl:6c,Cl:6c,Cl:6c"
mp-bqmm,Na2CrCl4,14,"Na:4e,Cr:2a,Cl:4e,Cl:4e"
mp-bqmn,Cu6As4S9,1,"Cu:1a,Cu:1a,Cu:1a,Cu:1a,Cu:1a,Cu:1a,Cu:1a,Cu:1a,Cu:1a,Cu:1a,Cu:1a,Cu:1a,As:1a,As:1a,As:1a,As:1a,As:1a,As:1a,As:1a,As:1a,S:1a,S:1a,S:1a,S:1a,S:1a,S:1a,S:1a,S:1a,S:1a,S:1a,S:1a,S:1a,S:1a,S:1a,S:1a,S:1a,S:1a,S:1a"
mp-bqmp,Ba(AuF4)2,82,"Ba:1b,Ba:1c,Au:4g,F:4g,F:4g,F:4g,F:4g"
mp-bqmr,Pt(SCl4)2,14,"Pt:2a,S:4e,Cl:4e,Cl:4e,Cl:4e,Cl:4e"
mp-ghkro,CdTe,181,"Cd:3c,Te:3d"
mp-bqms,Pt(SCl3)2,2,"Pt:1h,S:2i,Cl:2i,Cl:2i,Cl:2i"
mp-bqmu,Gd2CI,194,"Gd:4f,C:2a,I:2d"
mp-bqmw,KYF4,144,"K:3a,K:3a,K:3a,K:3a,K:3a,K:3a,Y:3a,Y:3a,Y:3a,Y:3a,Y:3a,Y:3a,F:3a,F:3a,F:3a,F:3a,F:3a,F:3a,F:3a,F:3a,F:3a,F:3a,F:3a,F:3a,F:3a,F:3a,F:3a,F:3a,F:3a,F:3a,F:3a,F:3a,F:3a,F:3a,F:3a,F:3a"
mp-bqmx,La4Bi2S9,62,"La:4c,La:4c,La:4c,La:4c,Bi:4c,Bi:4c,S:4c,S:4c,S:4c,S:4c,S:4c,S:4c,S:4c,S:4c,S:4c"
mp-bqmy,K6Sn3As5,59,"K:8g,K:4e,K:8g,K:2a,K:2b,Sn:4e,Sn:4e,Sn:4f,As:4e,As:8g,As:4f,As:2a,As:2a"
mp-bqmz,Ag25(BiO6)3,147,"Ag:6g,Ag:6g,Ag:3f,Ag:1a,Ag:6g,Ag:3e,Bi:1b,Bi:2d,O:6g,O:6g,O:6g"
mp-egn,Ce(CrB3)2,71,"Ce:1a,Cr:2j,B:4l,B:2h"
mp-bqna,In7Cl9,205,"In:24d,In:4b,Cl:24d,Cl:8c,Cl:4a"
mp-bqnb,V6C5,151,"V:6c,V:6c,V:6c,C:3a,C:3a,C:3a,C:3b,C:3b"
mp-bqnd,Sc3C4,128,"Sc:16i,Sc:8h,Sc:4e,Sc:2a,C:8g,C:16i,C:8h,C:4e,C:4e"
mp-bqne,Zr6CoCl15,229,"Zr:6e,Co:1a,Cl:12h,Cl:3b"
mp-bqng,Pr4RuI5,12,"Pr:2i,Pr:2i,Ru:1b,I:1d,I:2i,I:2i"
mp-bqnh,K2(CuTe)5,63,"K:4f,Cu:2c,Cu:4f,Cu:4f,Te:2c,Te:4f,Te:4f"
mp-ego,In2Si2O7,12,"In:2g,Si:2i,O:4j,O:1c,O:2i"
mp-bqnk,SrTi11O20,2,"Sr:2i,Ti:2i,Ti:2i,Ti:2i,Ti:2i,Ti:2i,Ti:2i,Ti:2i,Ti:2i,Ti:2i,Ti:2i,Ti:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i"
mp-bqnl,CuSe3Br,53,"Cu:4g,Se:8i,Se:4h,Br:4f"
mp-bqnm,Ca4Ni3C5,12,"Ca:2i,Ca:2i,Ni:2i,Ni:1a,C:2i,C:1b,C:2i"
mp-bqnn,K4Cu8Te11,12,"K:2i,K:2i,K:2i,K:2i,Cu:4j,Cu:4j,Cu:4j,Cu:4j,Te:2i,Te:2i,Te:4j,Te:2i,Te:2i,Te:4j,Te:2i,Te:2i,Te:2i"
mp-bqno,Y4OsBr4,15,"Y:4f,Y:4f,Os:2e,Br:4f,Br:4f"
mp-bqnp,Nb2Te6I,14,"Nb:4e,Nb:4e,Te:4e,Te:4e,Te:4e,Te:4e,Te:4e,Te:4e,I:4e"
mp-bqnq,Pr3RuI3,11,"Pr:2e,Pr:2e,Pr:2e,Ru:2e,I:2e,I:2e,I:2e"
mp-bqnr,Y3RuI3,11,"Y:2e,Y:2e,Y:2e,Ru:2e,I:2e,I:2e,I:2e"
mp-bqns,Y3IrI3,11,"Y:2e,Y:2e,Y:2e,Ir:2e,I:2e,I:2e,I:2e"
mp-bqnt,CrXeF6,14,"Cr:4e,Xe:4e,F:4e,F:4e,F:4e,F:4e,F:4e,F:4e"
mp-bqnw,Ta7Cu3O19,176,"Ta:12i,Ta:2b,Cu:6g,O:6h,O:4e,O:12i,O:12i,O:4f"
mp-bqnx,NdI2,139,"Nd:1a,I:2e"
mp-bqny,Nb3GeTe6,62,"Nb:4c,Nb:4c,Nb:4c,Ge:4c,Te:8d,Te:8d,Te:8d"
mp-bqnz,GdCBr,12,"Gd:2i,C:2i,Br:2i"
mp-bqob,Nd(AlBr4)3,152,"Nd:3b,Al:3a,Al:6c,Br:6c,Br:6c,Br:6c,Br:6c,Br:6c,Br:6c"
mp-bqoc,KPd2F5,62,"K:4c,Pd:4a,Pd:4c,F:8d,F:8d,F:4c"
mp-bqod,Al7(TlS4)3,4,"Al:2a,Al:2a,Al:2a,Al:2a,Al:2a,Al:2a,Al:2a,Tl:2a,Tl:2a,Tl:2a,S:2a,S:2a,S:2a,S:2a,S:2a,S:2a,S:2a,S:2a,S:2a,S:2a,S:2a,S:2a"
mp-bqoe,KRbS,62,"K:4c,Rb:4c,S:4c"
mp-bqof,Sr7Mn4O15,14,"Sr:4e,Sr:2d,Sr:4e,Sr:4e,Mn:4e,Mn:4e,O:4e,O:4e,O:2b,O:4e,O:4e,O:4e,O:4e,O:4e"
mp-ghqrh,DyMn2,166,"Dy:2c,Mn:3d,Mn:1a"
mp-bqoh,CaAsPd,62,"Ca:8d,Ca:8d,As:4c,As:4c,As:4c,As:4c,Pd:4c,Pd:4c,Pd:4c,Pd:4c"
mp-bqoj,CBr3F,62,"C:4c,Br:4c,Br:8d,F:4c"
mp-bqok,K2TiS3,15,"K:4f,Ti:2e,S:2e,S:4f"
mp-bqol,Sc5Re2C7,65,"Sc:4q,Sc:1b,Re:2i,C:1a,C:2e,C:2g,C:2j"
mp-bqom,Na4SnSe4,114,"Na:8e,Sn:2a,Se:8e"
mp-bqon,K(SnSe2)2,8,"K:2b,Sn:1a,Sn:2b,Sn:1a,Se:2b,Se:1a,Se:2b,Se:1a,Se:2b"
mp-egr,Nd(CuSi)2,139,"Nd:1a,Cu:2d,Si:2e"
mp-bqoo,Ca2FeN2,12,"Ca:2i,Ca:2i,Fe:2i,N:2i,N:2i"
mp-bqop,Sr2FeN2,2,"Sr:2i,Sr:2i,Sr:2i,Sr:2i,Sr:2i,Fe:1f,Fe:2i,Fe:2i,N:2i,N:2i,N:2i,N:2i,N:2i"
mp-bqoq,SbSCl9,166,"Sb:1b,Sb:1a,S:2c,Cl:6h,Cl:6h,Cl:6h"
mp-bqor,Na4Ga2S5,14,"Na:4e,Na:4e,Na:4e,Na:4e,Ga:4e,Ga:4e,S:4e,S:4e,S:4e,S:4e,S:4e"
mp-bqos,KSnF3,2,"K:2i,K:2i,K:2i,K:2i,Sn:2i,Sn:2i,Sn:2i,Sn:2i,F:2i,F:2i,F:2i,F:2i,F:2i,F:2i,F:2i,F:2i,F:2i,F:2i,F:2i,F:2i"
mp-bqot,MoAs2O7,14,"Mo:4e,As:4e,As:4e,O:4e,O:4e,O:4e,O:4e,O:4e,O:4e,O:4e"
mp-bqou,K2UBr5,62,"K:8d,U:4c,Br:4c,Br:8d,Br:4c,Br:4c"
mp-bqov,Mo9O25,13,"Mo:2f,Mo:4g,Mo:4g,Mo:4g,Mo:4g,O:2e,O:4g,O:4g,O:4g,O:4g,O:4g,O:4g,O:4g,O:4g,O:4g,O:4g,O:4g,O:4g"
mp-bqow,KScF4,12,"K:2i,K:2i,Sc:2i,Sc:2i,F:1c,F:1a,F:2i,F:2i,F:2i,F:2i,F:2i,F:2i,F:2i"
mp-bqox,USbO5,15,"U:2e,Sb:2a,O:4f,O:2e,O:4f"
mp-egs,Li3PO4,62,"Li:8d,Li:4c,P:4c,O:4c,O:8d,O:4c"
mp-bqoy,Th5Fe19P12,12,"Th:1d,Th:2i,Th:2i,Fe:2i,Fe:2i,Fe:2i,Fe:2i,Fe:2i,Fe:2i,Fe:1a,Fe:2i,Fe:2i,Fe:2i,P:2i,P:2i,P:2i,P:2i,P:2i,P:2i"
mp-bqoz,PrZr3F15,160,"Pr:1a,Zr:3b,F:6c,F:3b,F:3b,F:3b"
mp-bqpa,Na3PS4,114,"Na:4d,Na:2a,P:2b,S:8e"
mp-bqpb,CoReO4,65,"Co:1a,Re:1c,O:2i,O:2h"
mp-bqpe,Zn(BIr)2,139,"Zn:1a,B:2d,Ir:2e"
mp-bqpf,Zn2BIr2,63,"Zn:4f,Zn:4f,Zn:2a,Zn:2c,B:4f,B:2c,Ir:4f,Ir:2c,Ir:2c,Ir:4f"
mp-bqpg,Ba9(AuO6)2,62,"Ba:8d,Ba:4c,Ba:4c,Ba:8d,Ba:4c,Ba:8d,Au:8d,O:8d,O:4c,O:8d,O:8d,O:8d,O:8d,O:4c"
mp-bqph,Na4Cu2S3,88,"Na:2b,Na:2a,Na:4e,Na:4e,Na:4e,Na:8f,Na:8f,Cu:8f,Cu:8f,S:8f,S:8f,S:8f"
mp-egt,SrSnO3,62,"Sr:4c,Sn:4b,O:8d,O:4c"
mp-bqpi,Al13(TlS7)3,8,"Al:2b,Al:2b,Al:2b,Al:2b,Al:2b,Al:1a,Al:2b,Al:2b,Al:1a,Al:2b,Al:2b,Al:2b,Al:2b,Al:2b,Tl:1a,Tl:1a,Tl:1a,Tl:1a,Tl:1a,Tl:1a,S:2b,S:2b,S:1a,S:2b,S:2b,S:2b,S:2b,S:2b,S:1a,S:2b,S:1a,S:2b,S:2b,S:2b,S:1a,S:2b,S:2b,S:2b,S:1a,S:2b,S:2b,S:2b,S:2b,S:1a"
mp-bqpj,Se2NCl3,61,"Se:8c,Se:8c,Se:8c,Se:8c,N:8c,N:8c,Cl:8c,Cl:8c,Cl:8c,Cl:8c,Cl:8c,Cl:8c"
mp-bqpk,P4N3Cl11,146,"P:1a,P:3b,N:3b,Cl:1a,Cl:3b,Cl:3b,Cl:3b,Cl:1a"
mp-bqpl,Mg2C3,58,"Mg:4g,C:4g,C:2c"
mp-bqpn,LaSi2Ru,11,"La:2e,Si:2e,Si:2e,Ru:2e"
mp-bqpo,Sr5(AuO4)2,139,"Sr:4h,Sr:1a,Au:2d,O:8n"
mp-bqpp,YHSe,187,"Y:1a,H:1c,Se:1f"
mp-bqpq,Nb4Te12I,15,"Nb:4f,Nb:4f,Te:4f,Te:4f,Te:4f,Te:4f,Te:4f,Te:4f,I:2e"
mp-lc,PtS,131,"Pt:2c,S:2e"
mp-egu,LuB2Os3,191,"Lu:1a,B:2c,Os:3g"
mp-bqps,K2Bi8Se13,12,"K:2i,Bi:2i,Bi:2i,Bi:2i,Bi:2i,Se:2i,Se:1c,Se:2i,Se:2i,Se:2i,Se:2i,Se:2i"
mp-bqpt,La5Ti4O15,165,"La:4d,La:4d,La:2b,Ti:4c,Ti:4d,O:12g,O:12g,O:6e"
mp-bqpu,Sr4Zn3F14,189,"Sr:2d,Sr:2e,Zn:3f,F:3f,F:6i,F:2c,F:3g"
mp-bqpw,TcO2F3,2,"Tc:2i,Tc:2i,Tc:2i,Tc:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,F:2i,F:2i,F:1a,F:2i,F:2i,F:2i,F:2i,F:2i,F:2i,F:2i,F:1h,F:2i,F:2i"
mp-bqpx,Tl2Pt5S6,14,"Tl:4e,Pt:4e,Pt:4e,Pt:2a,S:4e,S:4e,S:4e"
mp-ghxdy,Tm3V,225,"Tm:2c,Tm:1b,V:1a"
mp-bqpz,Na7(Cu6S5)2,10,"Na:1e,Na:2m,Na:2m,Na:2n,Na:1b,Na:2m,Na:2m,Na:2n,Cu:2n,Cu:2m,Cu:2n,Cu:2m,Cu:2n,Cu:2m,Cu:2n,Cu:2m,Cu:2n,Cu:2m,Cu:2n,Cu:2m,S:2m,S:2n,S:2n,S:2n,S:2m,S:2n,S:2m,S:2m,S:2m,S:2n"
mp-bqqa,TlReO4,14,"Tl:4e,Tl:4e,Tl:4e,Re:4e,Re:4e,Re:4e,O:4e,O:4e,O:4e,O:4e,O:4e,O:4e,O:4e,O:4e,O:4e,O:4e,O:4e,O:4e"
mp-bqqb,TlBS3,14,"Tl:4e,B:4e,S:4e,S:4e,S:4e"
mp-egv,Tb(GeRh)2,139,"Tb:1a,Ge:2e,Rh:2d"
mp-bqqc,Na2CS3,15,"Na:4f,C:2e,S:2e,S:4f"
mp-bqqe,Ag5BiO4,14,"Ag:4e,Ag:2c,Ag:4e,Ag:4e,Ag:2b,Ag:4e,Bi:4e,O:4e,O:4e,O:4e,O:4e"
mp-bqqf,Si3CCl8,2,"Si:2i,Si:2i,Si:2i,C:2i,Cl:2i,Cl:2i,Cl:2i,Cl:2i,Cl:2i,Cl:2i,Cl:2i,Cl:2i"
mp-bqqh,ThSnI6,163,"Th:2c,Sn:2b,I:12i"
mp-bqqk,RbCr5Se8,12,"Rb:1b,Cr:1c,Cr:2i,Cr:2i,Se:2i,Se:2i,Se:2i,Se:2i"
mp-egw,Y2Cu2O5,33,"Y:4a,Y:4a,Cu:4a,Cu:4a,O:4a,O:4a,O:4a,O:4a,O:4a"
mp-bqqn,La2Ni12P5,11,"La:2e,La:2e,Ni:2e,Ni:2e,Ni:2e,Ni:2e,Ni:2e,Ni:2e,Ni:2e,Ni:2e,Ni:2e,Ni:2e,Ni:2e,Ni:2e,P:2e,P:2e,P:2e,P:2e,P:2e"
mp-bqqp,Ba4P3,55,"Ba:4h,Ba:4e,Ba:8i,Ba:4g,Ba:8i,Ba:4g,P:4g,P:4h,P:8i,P:4h,P:4f"
mp-bqqq,Na3CoO2,136,"Na:4g,Na:8i,Co:4f,O:8i"
mp-bqqr,K3CoO2,62,"K:4c,K:8d,Co:4c,O:4c,O:4c"
mp-bqqs,Gd3(MnC3)2,176,"Gd:6h,Mn:2b,Mn:2c,C:6h,C:6h"
mp-bqqt,Tb3(MnC3)2,176,"Tb:6h,Mn:2b,Mn:2c,C:6h,C:6h"
mp-bqqu,Li6FeCl8,225,"Li:6d,Fe:1a,Cl:2c,Cl:6e"
mp-bqqv,Li2ZnBr4,62,"Li:4a,Li:4c,Zn:4c,Br:4c,Br:4c,Br:8d"
mp-egx,Sm2Sn2O7,227,"Sm:4d,Sn:4c,O:2b,O:12f"
mp-bqqw,Na2ZnBr4,62,"Na:4a,Na:4c,Zn:4c,Br:4c,Br:4c,Br:8d"
mp-bqqy,Mn5As4,36,"Mn:2a,Mn:2a,Mn:2a,Mn:2a,Mn:2a,As:2a,As:2a,As:2a,As:2a"
mp-bqqz,Er7Ru2C11,63,"Er:2c,Er:4f,Er:4f,Er:4f,Ru:2a,Ru:2c,C:2c,C:2c,C:2c,C:4f,C:4f,C:4f,C:4f"
mp-bqrb,LiScI3,188,"Li:2a,Sc:2e,I:6k"
mp-bqrc,TeCF2,4,"Te:2a,Te:2a,Te:2a,Te:2a,C:2a,C:2a,C:2a,C:2a,F:2a,F:2a,F:2a,F:2a,F:2a,F:2a,F:2a,F:2a"
mp-bqrd,K3RhCl6,14,"K:4e,K:4e,K:4e,Rh:2d,Rh:2a,Cl:4e,Cl:4e,Cl:4e,Cl:4e,Cl:4e,Cl:4e"
mp-bqre,U3(SiC)2,139,"U:2e,U:1a,Si:2e,C:2e"
mp-egy,Cs2Mn3S4,72,"Cs:4j,Mn:2b,Mn:4g,S:8k"
mp-bqrg,Y4RuI5,134,"Y:8m,Y:8m,Y:16n,Ru:8m,I:16n,I:8m,I:8m,I:8k"
mp-bqri,Si3PH9,14,"Si:4e,Si:4e,Si:4e,P:4e,H:4e,H:4e,H:4e,H:4e,H:4e,H:4e,H:4e,H:4e,H:4e"
mp-bqrj,Tl2SnTe5,140,"Tl:2c,Tl:2a,Sn:2b,Te:2d,Te:8l"
mp-bqrl,OsO3F2,14,"Os:4e,O:4e,O:4e,O:4e,F:4e,F:4e"
mp-bqrm,TaCoTe2,14,"Ta:4e,Co:4e,Te:4e,Te:4e"
mp-bqro,Ca2Bi2O5,2,"Ca:2i,Ca:2i,Ca:2i,Ca:2i,Ca:2i,Ca:2i,Bi:2i,Bi:2i,Bi:2i,Bi:2i,Bi:2i,Bi:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i"
mp-bqrp,K(Mo2O3)2,127,"K:2b,Mo:4g,Mo:4h,O:4h,O:8i"
mp-egz,Ga(MoS2)4,216,"Ga:1b,Mo:4e,S:4e,S:4e"
mp-bqrq,MnAlF5,63,"Mn:2b,Al:2c,F:2c,F:4f,F:4f"
mp-bqrr,Na4Cd3Se5,62,"Na:4c,Na:4c,Na:4c,Na:4c,Cd:4c,Cd:4c,Cd:4c,Se:4c,Se:4c,Se:4c,Se:4c,Se:4c"
mp-bqrt,LaAuO3,57,"La:4d,Au:4d,O:4c,O:8e"
mp-bqrv,Cd4OF6,137,"Cd:8g,O:2b,F:4d,F:8f"
mp-bqrw,Na7Au5S6,60,"Na:4c,Na:8d,Na:8d,Na:8d,Au:8d,Au:4a,Au:8d,S:8d,S:8d,S:8d"
mp-bqrx,Pb(IO3)2,60,"Pb:4c,I:8d,O:8d,O:8d,O:8d"
mp-bqry,Na2HgS2,61,"Na:8c,Na:8c,Hg:8c,S:8c,S:8c"
mp-bqrz,K2HgS2,57,"K:4d,K:4c,Hg:4d,S:4d,S:4d"
mp-bqsa,P2Se5,14,"P:4e,P:4e,Se:4e,Se:4e,Se:4e,Se:4e,Se:4e"
mp-bqsb,CsC8,191,"Cs:3b,C:18l,C:6c"
mp-bqsc,Y6RuI10,2,"Y:2i,Y:2i,Y:2i,Ru:1a,I:2i,I:2i,I:2i,I:2i,I:2i"
mp-bqsd,Y6OsI10,2,"Y:2i,Y:2i,Y:2i,Os:1a,I:2i,I:2i,I:2i,I:2i,I:2i"
mp-bqse,Y6IrI10,2,"Y:2i,Y:2i,Y:2i,Ir:1a,I:2i,I:2i,I:2i,I:2i,I:2i"
mp-bqsf,Os(SCl6)2,166,"Os:1a,S:2c,Cl:6h,Cl:6h"
mp-bqsg,Te2OsCl12,2,"Te:2i,Os:1a,Cl:2i,Cl:2i,Cl:2i,Cl:2i,Cl:2i,Cl:2i"
mp-bqsh,Ba7Ir6O19,12,"Ba:1d,Ba:2i,Ba:2i,Ba:2i,Ir:2i,Ir:2i,Ir:2i,O:1c,O:2i,O:2i,O:2i,O:4j,O:4j,O:4j"
mp-bqsi,Nb3(BiS3)2,193,"Nb:6g,Bi:4d,S:8h,S:4e"
mp-bqsj,Ga3B4Pt9,190,"Ga:6h,B:6g,B:2c,Pt:12i,Pt:6h"
mp-bqsk,PRhO4,74,"P:4g,P:2e,Rh:4g,Rh:2a,O:8j,O:8j,O:4h,O:4i"
mp-bqsl,In3SnI5,15,"In:2e,In:4f,In:2e,In:4f,Sn:4f,I:4f,I:4f,I:4f,I:4f,I:4f"
mp-bqsm,RbBrO3,160,"Rb:1a,Br:1a,O:3b"
mp-bqsn,CsBrO3,160,"Cs:1a,Br:1a,O:3b"
mp-bqso,Hg2P3Br,60,"Hg:8d,P:8d,P:4c,Br:4c"
mp-bqsp,Hg2P3Cl,15,"Hg:4f,P:4f,P:2e,Cl:2e"
mp-bqsr,Cs2SnTe4,62,"Cs:8d,Sn:4c,Te:4c,Te:4c,Te:8d"
mp-bqss,RbTe6,15,"Rb:2e,Te:4f,Te:4f,Te:4f"
mp-bqst,Ca5P8,12,"Ca:1d,Ca:2h,Ca:2g,P:2i,P:4j,P:2i"
mp-bqsu,W3Br7,201,"W:24h,Br:8e,Br:24h,Br:24h"
mp-bqsv,Rb2UCl5,62,"Rb:8d,U:4c,Cl:8d,Cl:4c,Cl:4c,Cl:4c"
mp-bqsx,GeP2O7,2,"Ge:1h,Ge:1a,P:2i,P:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i"
mp-bqsy,Cs(FeAs)2,139,"Cs:1a,Fe:2d,As:2e"
mp-bqsz,PSe,14,"P:4e,P:4e,P:4e,P:4e,Se:4e,Se:4e,Se:4e,Se:4e"
mp-bqtc,Cu(PtS2)2,10,"Cu:2m,Pt:2i,Pt:1f,Pt:1e,S:2m,S:2n,S:4o"
mp-bqtd,Hg5(SbI3)2,33,"Hg:4a,Hg:4a,Hg:4a,Hg:4a,Hg:4a,Sb:4a,Sb:4a,I:4a,I:4a,I:4a,I:4a,I:4a,I:4a"
mp-ehd,LaPd3S4,223,"La:2a,Pd:6c,S:8e"
mp-bqte,K2CoO2,14,"K:4e,K:4e,Co:4e,O:4e,O:4e"
mp-bqtf,Li7TaO6,146,"Li:3b,Li:3b,Li:1a,Ta:1a,O:3b,O:3b"
mp-bqtg,PH4N3,14,"P:4e,P:4e,P:4e,H:4e,H:4e,H:4e,H:4e,H:4e,H:4e,H:4e,H:4e,H:4e,H:4e,H:4e,H:4e,N:4e,N:4e,N:4e,N:4e,N:4e,N:4e,N:4e,N:4e,N:4e"
mp-bqth,ReB,141,"Re:8h,B:8h"
mp-bqti,Ba2P3Pd,14,"Ba:4e,Ba:4e,P:4e,P:4e,P:4e,Pd:4e"
mp-bqtj,Ba(P2Pd)2,139,"Ba:1a,P:4j,Pd:2d"
mp-bqtk,CuBIr,43,"Cu:4b,B:4b,Ir:4b"
mp-bqtl,BIrPd,43,"B:4b,Ir:4b,Pd:4b"
mp-bqtm,BaCN2,167,"Ba:6e,C:6e,N:12f"
mp-bqtn,Hg2As3Br,15,"Hg:4f,As:4f,As:2e,Br:2e"
mp-bqto,Cd2As3Br,15,"Cd:4f,As:4f,As:2e,Br:2e"
mp-bqtp,AlFeF5,71,"Al:1c,Fe:1a,F:2h,F:2i,F:1d"
mp-bqtq,Ba8V7O22,166,"Ba:2c,Ba:2c,Ba:2c,Ba:2c,V:1a,V:2c,V:2c,V:2c,O:2c,O:2c,O:6h,O:6h,O:6h"
mp-bqtr,Zr6FeCl14,64,"Zr:8g,Zr:4f,Fe:2b,Cl:8g,Cl:4e,Cl:4d,Cl:4f,Cl:8g"
mp-bqts,Na2Te4O9,2,"Na:2i,Na:2i,Te:2i,Te:2i,Te:2i,Te:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i"
mp-bqtt,SrC20,200,"Sr:6g,C:12j,C:24l,C:24l,C:12k,C:24l,C:24l"
mp-bqtv,NbCrF6,139,"Nb:1a,Cr:1b,F:2e,F:4h"
