new_id	source_set	chunk	orig_id	sublat_id
00000	Ts01	gen_wysc_0000	00068	mp-bbjx_F
00001	Ts01	gen_wysc_0000	00083	mp-bizmh_Cs
00002	Ts01	gen_wysc_0000	00084	mp-bfrqs_S
00003	Ts01	gen_wysc_0000	00175	mp-bnqly_H
00004	Ts01	gen_wysc_0000	00263	mp-bnqly_H
00005	Ts01	gen_wysc_0000	00327	mp-jgn_F
00006	Ts01	gen_wysc_0000	00379	mp-bcssf_O
00007	Ts01	gen_wysc_0000	00390	mp-jgn_F
00008	Ts01	gen_wysc_0000	00512	mp-bsvk_O
00009	Ts01	gen_wysc_0000	00719	mp-mxn_F
00010	Ts01	gen_wysc_0000	00775	mp-bizmh_Cs
00011	Ts01	gen_wysc_0000	00806	mp-mxn_F
00012	Ts01	gen_wysc_0000	00829	mp-bizmh_Cs
00013	Ts01	gen_wysc_0000	00947	mp-mxn_F
00014	Ts01	gen_wysc_0000	00976	mp-bbkq_V
00015	Ts01	gen_wysc_0000	01124	mp-beup_F
00016	Ts01	gen_wysc_0000	01210	mp-mxn_F
00017	Ts01	gen_wysc_0000	01248	mp-bgihr_Cl
00018	Ts01	gen_wysc_0000	01402	mp-bfrqs_S
00019	Ts01	gen_wysc_0000	01512	mp-bizmh_Cs
00020	Ts01	gen_wysc_0000	01593	mp-cgaex_O
00021	Ts01	gen_wysc_0000	01731	mp-bizmh_Cs
00022	Ts01	gen_wysc_0000	01856	mp-tbl_O
00023	Ts01	gen_wysc_0000	01902	mp-tbl_O
00024	Ts01	gen_wysc_0000	01927	mp-bizmh_Cs
00025	Ts01	gen_wysc_0000	02244	mp-bizmh_Cs
00026	Ts01	gen_wysc_0000	02298	mp-hfo_Tl
00027	Ts01	gen_wysc_0000	02442	mp-bizmh_Cs
00028	Ts01	gen_wysc_0000	02520	mp-mxn_F
00029	Ts01	gen_wysc_0000	02571	mp-cgaex_O
00030	Ts01	gen_wysc_0000	02747	mp-bbjx_F
00031	Ts01	gen_wysc_0000	02775	mp-bkqiq_O
00032	Ts01	gen_wysc_0000	02850	mp-hfo_Tl
00033	Ts01	gen_wysc_0000	03174	mp-bizmh_Cs
00034	Ts01	gen_wysc_0000	03251	mp-brmsj_F
00035	Ts01	gen_wysc_0000	03400	mp-bcssf_O
00036	Ts01	gen_wysc_0000	03603	mp-bfrqs_S
00037	Ts01	gen_wysc_0000	03700	mp-bfrqs_S
00038	Ts01	gen_wysc_0000	03918	mp-cgaex_O
00039	Ts01	gen_wysc_0000	03942	mp-cgaex_O
00040	Ts01	gen_wysc_0000	03962	mp-beup_F
00041	Ts01	gen_wysc_0000	04179	mp-bgihr_Cl
00042	Ts01	gen_wysc_0000	04293	mp-mxn_F
00043	Ts01	gen_wysc_0000	04360	mp-bizmh_Cs
00044	Ts01	gen_wysc_0000	04389	mp-mxn_F
00045	Ts01	gen_wysc_0000	04622	mp-jgn_F
00046	Ts01	gen_wysc_0000	04717	mp-bsvk_O
00047	Ts01	gen_wysc_0000	04835	mp-cgaex_O
00048	Ts01	gen_wysc_0000	04885	mp-brmsj_F
00049	Ts01	gen_wysc_0000	04913	mp-bizmh_Cs
00050	Ts01	gen_wysc_0000	05283	mp-bizmh_Cs
00051	Ts01	gen_wysc_0000	05402	mp-bizmh_Cs
00052	Ts01	gen_wysc_0000	05407	mp-tbl_O
00053	Ts01	gen_wysc_0000	05494	mp-bcssf_O
00054	Ts01	gen_wysc_0000	05735	mp-bbkq_V
00055	Ts01	gen_wysc_0000	05809	mp-bnqly_H
00056	Ts01	gen_wysc_0000	05932	mp-bnqly_H
00057	Ts01	gen_wysc_0000	05957	mp-mxn_F
00058	Ts01	gen_wysc_0000	06007	mp-cgaex_O
00059	Ts01	gen_wysc_0000	06421	mp-bnqly_H
00060	Ts01	gen_wysc_0000	06454	mp-hfo_Tl
00061	Ts01	gen_wysc_0000	06668	mp-bfrqs_S
00062	Ts01	gen_wysc_0000	06924	mp-bizmh_Cs
00063	Ts01	gen_wysc_0000	07041	mp-bizmh_Cs
00064	Ts01	gen_wysc_0000	07087	mp-bcssf_O
00065	Ts01	gen_wysc_0000	07094	mp-bizmh_Cs
00066	Ts01	gen_wysc_0000	07430	mp-mxn_F
00067	Ts01	gen_wysc_0000	07646	mp-bbkq_V
00068	Ts01	gen_wysc_0000	07813	mp-bizmh_Cs
00069	Ts01	gen_wysc_0000	07814	mp-mxn_F
00070	Ts01	gen_wysc_0000	07829	mp-bizmh_Cs
00071	Ts01	gen_wysc_0000	08053	mp-bnqly_H
00072	Ts01	gen_wysc_0000	08217	mp-bgwv_O
00073	Ts01	gen_wysc_0000	08356	mp-cgaex_O
00074	Ts01	gen_wysc_0000	08539	mp-bnqly_H
00075	Ts01	gen_wysc_0000	08644	mp-jgn_F
00076	Ts01	gen_wysc_0000	08666	mp-cgaex_O
00077	Ts01	gen_wysc_0000	08699	mp-hfo_Tl
00078	Ts01	gen_wysc_0000	08741	mp-bnqly_H
00079	Ts01	gen_wysc_0000	08854	mp-bizmh_Cs
00080	Ts01	gen_wysc_0000	08896	mp-mxn_F
00081	Ts01	gen_wysc_0000	09121	mp-bfrqs_S
00082	Ts01	gen_wysc_0000	09179	mp-bizmh_Cs
00083	Ts01	gen_wysc_0000	09271	mp-tbl_O
00084	Ts01	gen_wysc_0000	09618	mp-bcssf_O
00085	Ts01	gen_wysc_0000	09624	mp-brmsj_F
00086	Ts01	gen_wysc_0000	09751	mp-bsvk_O
00087	Ts01	gen_wysc_0000	09918	mp-hfo_Tl
00088	Ts01	gen_wysc_0001	00063	mp-hfo_Tl
00089	Ts01	gen_wysc_0001	00290	mp-bizmh_Cs
00090	Ts01	gen_wysc_0001	00529	mp-bsvk_O
00091	Ts01	gen_wysc_0001	00605	mp-bbkq_V
00092	Ts01	gen_wysc_0001	00741	mp-jgn_F
00093	Ts01	gen_wysc_0001	00881	mp-bizmh_Cs
00094	Ts01	gen_wysc_0001	00974	mp-bcssf_O
00095	Ts01	gen_wysc_0001	01067	mp-beup_F
00096	Ts01	gen_wysc_0001	01177	mp-jgn_F
00097	Ts01	gen_wysc_0001	01206	mp-cgaex_O
00098	Ts01	gen_wysc_0001	01552	mp-bsvk_O
00099	Ts01	gen_wysc_0001	01582	mp-bizmh_Cs
00100	Ts01	gen_wysc_0001	01679	mp-jgn_F
00101	Ts01	gen_wysc_0001	01719	mp-bsvk_O
00102	Ts01	gen_wysc_0001	01821	mp-tbl_O
00103	Ts01	gen_wysc_0001	01969	mp-brmsj_F
00104	Ts01	gen_wysc_0001	02123	mp-tbl_O
00105	Ts01	gen_wysc_0001	02134	mp-mxn_F
00106	Ts01	gen_wysc_0001	02404	mp-bgihr_Cl
00107	Ts01	gen_wysc_0001	02509	mp-bizmh_Cs
00108	Ts01	gen_wysc_0001	02526	mp-brjtz_F
00109	Ts01	gen_wysc_0001	02531	mp-jgn_F
00110	Ts01	gen_wysc_0001	02564	mp-bpxq_Cl
00111	Ts01	gen_wysc_0001	02764	mp-jgn_F
00112	Ts01	gen_wysc_0001	02827	mp-brmsj_F
00113	Ts01	gen_wysc_0001	02840	mp-bcssf_O
00114	Ts01	gen_wysc_0001	02878	mp-cgaex_O
00115	Ts01	gen_wysc_0001	03172	mp-bizmh_Cs
00116	Ts01	gen_wysc_0001	03269	mp-brmsj_F
00117	Ts01	gen_wysc_0001	03375	mp-jgn_F
00118	Ts01	gen_wysc_0001	03432	mp-bbkq_V
00119	Ts01	gen_wysc_0001	03495	mp-jgn_F
00120	Ts01	gen_wysc_0001	03679	mp-bizmh_Cs
00121	Ts01	gen_wysc_0001	03695	mp-cgaex_O
00122	Ts01	gen_wysc_0001	03782	mp-hfo_Tl
00123	Ts01	gen_wysc_0001	03829	mp-mxn_F
00124	Ts01	gen_wysc_0001	04032	mp-bsvk_O
00125	Ts01	gen_wysc_0001	04083	mp-hfo_Tl
00126	Ts01	gen_wysc_0001	04229	mp-bnqly_H
00127	Ts01	gen_wysc_0001	04444	mp-brjtz_F
00128	Ts01	gen_wysc_0001	04528	mp-bizmh_Cs
00129	Ts01	gen_wysc_0001	04671	mp-jgn_F
00130	Ts01	gen_wysc_0001	04689	mp-bnqly_H
00131	Ts01	gen_wysc_0001	04733	mp-bizmh_Cs
00132	Ts01	gen_wysc_0001	04807	mp-bfrqs_S
00133	Ts01	gen_wysc_0001	04839	mp-bizmh_Cs
00134	Ts01	gen_wysc_0001	04847	mp-bmuzg_Na
00135	Ts01	gen_wysc_0001	04870	mp-cgaex_O
00136	Ts01	gen_wysc_0001	05178	mp-bizmh_Cs
00137	Ts01	gen_wysc_0001	05269	mp-bsvk_O
00138	Ts01	gen_wysc_0001	05295	mp-beup_F
00139	Ts01	gen_wysc_0001	05414	mp-bfrqs_S
00140	Ts01	gen_wysc_0001	05472	mp-beup_F
00141	Ts01	gen_wysc_0001	05590	mp-bizmh_Cs
00142	Ts01	gen_wysc_0001	05630	mp-bizmh_Cs
00143	Ts01	gen_wysc_0001	05640	mp-bsvk_O
00144	Ts01	gen_wysc_0001	05779	mp-mxn_F
00145	Ts01	gen_wysc_0001	05789	mp-bfpal_O
00146	Ts01	gen_wysc_0001	05931	mp-tbl_O
00147	Ts01	gen_wysc_0001	05977	mp-bgihr_Cl
00148	Ts01	gen_wysc_0001	06068	mp-bizmh_Cs
00149	Ts01	gen_wysc_0001	06222	mp-bizmh_Cs
00150	Ts01	gen_wysc_0001	06314	mp-mxn_F
00151	Ts01	gen_wysc_0001	06371	mp-bizmh_Cs
00152	Ts01	gen_wysc_0001	06424	mp-bsvk_O
00153	Ts01	gen_wysc_0001	06456	mp-bizmh_Cs
00154	Ts01	gen_wysc_0001	06526	mp-bnqly_H
00155	Ts01	gen_wysc_0001	06640	mp-bfrqs_S
00156	Ts01	gen_wysc_0001	06755	mp-jgn_F
00157	Ts01	gen_wysc_0001	06819	mp-bcssf_O
00158	Ts01	gen_wysc_0001	06871	mp-brip_I
00159	Ts01	gen_wysc_0001	07199	mp-hfo_Tl
00160	Ts01	gen_wysc_0001	07302	mp-beup_F
00161	Ts01	gen_wysc_0001	07485	mp-bfrqs_S
00162	Ts01	gen_wysc_0001	07696	mp-bbjx_F
00163	Ts01	gen_wysc_0001	07909	mp-bcssf_O
00164	Ts01	gen_wysc_0001	08072	mp-bcssf_O
00165	Ts01	gen_wysc_0001	08153	mp-brmsj_F
00166	Ts01	gen_wysc_0001	08240	mp-brmsj_F
00167	Ts01	gen_wysc_0001	08437	mp-bcssf_O
00168	Ts01	gen_wysc_0001	08529	mp-bizmh_Cs
00169	Ts01	gen_wysc_0001	08604	mp-jgn_F
00170	Ts01	gen_wysc_0001	08799	mp-bnqly_H
00171	Ts01	gen_wysc_0001	08844	mp-bnqly_H
00172	Ts01	gen_wysc_0001	08943	mp-bizmh_Cs
00173	Ts01	gen_wysc_0001	08958	mp-brjtz_F
00174	Ts01	gen_wysc_0001	08961	mp-bfrqs_S
00175	Ts01	gen_wysc_0001	09097	mp-mxn_F
00176	Ts01	gen_wysc_0001	09155	mp-jgn_F
00177	Ts01	gen_wysc_0001	09290	mp-bizmh_Cs
00178	Ts01	gen_wysc_0001	09292	mp-bizmh_Cs
00179	Ts01	gen_wysc_0001	09298	mp-bsvk_O
00180	Ts01	gen_wysc_0001	09362	mp-bizmh_Cs
00181	Ts01	gen_wysc_0001	09481	mp-tbl_O
00182	Ts01	gen_wysc_0001	09490	mp-tbl_O
00183	Ts01	gen_wysc_0001	09533	mp-bcssf_O
00184	Ts01	gen_wysc_0001	09601	mp-bnqly_H
00185	Ts01	gen_wysc_0001	09676	mp-bbjx_F
00186	Ts01	gen_wysc_0001	09749	mp-bcssf_O
00187	Ts01	gen_wysc_0001	09814	mp-jgn_F
00188	Ts01	gen_wysc_0001	09926	mp-jgn_F
00189	Ts01	gen_wysc_0001	09944	mp-hfo_Tl
00190	Ts01	gen_wysc_0001	09951	mp-bizmh_Cs
00191	Ts01	gen_wysc_0002	00386	mp-bfrqs_S
00192	Ts01	gen_wysc_0002	00428	mp-bizmh_Cs
00193	Ts01	gen_wysc_0002	00532	mp-bfrqs_S
00194	Ts01	gen_wysc_0002	00716	mp-mxn_F
00195	Ts01	gen_wysc_0002	00793	mp-bcssf_O
00196	Ts01	gen_wysc_0002	01133	mp-bnqly_H
00197	Ts01	gen_wysc_0002	01152	mp-cgaex_O
00198	Ts01	gen_wysc_0002	01153	mp-jgn_F
00199	Ts01	gen_wysc_0002	01406	mp-bcssf_O
00200	Ts01	gen_wysc_0002	01464	mp-bizmh_Cs
00201	Ts01	gen_wysc_0002	01691	mp-cgaex_O
00202	Ts01	gen_wysc_0002	01764	mp-bfrqs_S
00203	Ts01	gen_wysc_0002	01872	mp-tbl_O
00204	Ts01	gen_wysc_0002	01964	mp-bizmh_Cs
00205	Ts01	gen_wysc_0002	02101	mp-bbjx_F
00206	Ts01	gen_wysc_0002	02444	mp-cgaex_O
00207	Ts01	gen_wysc_0002	02461	mp-cgaex_O
00208	Ts01	gen_wysc_0002	02489	mp-mxn_F
00209	Ts01	gen_wysc_0002	02616	mp-bizmh_Cs
00210	Ts01	gen_wysc_0002	02836	mp-bbkq_V
00211	Ts01	gen_wysc_0002	02858	mp-hfo_Tl
00212	Ts01	gen_wysc_0002	02943	mp-bfrqs_S
00213	Ts01	gen_wysc_0002	02985	mp-tbl_O
00214	Ts01	gen_wysc_0002	03027	mp-bfrqs_S
00215	Ts01	gen_wysc_0002	03038	mp-bizmh_Cs
00216	Ts01	gen_wysc_0002	03236	mp-mxn_F
00217	Ts01	gen_wysc_0002	03237	mp-bsvk_O
00218	Ts01	gen_wysc_0002	03289	mp-jgn_F
00219	Ts01	gen_wysc_0002	03441	mp-bfpal_O
00220	Ts01	gen_wysc_0002	03500	mp-bnqly_H
00221	Ts01	gen_wysc_0002	03621	mp-bfrqs_S
00222	Ts01	gen_wysc_0002	03624	mp-bfrqs_S
00223	Ts01	gen_wysc_0002	03661	mp-bfrqs_S
00224	Ts01	gen_wysc_0002	03937	mp-jgn_F
00225	Ts01	gen_wysc_0002	04098	mp-bizmh_Cs
00226	Ts01	gen_wysc_0002	04139	mp-bsvk_O
00227	Ts01	gen_wysc_0002	04314	mp-mxn_F
00228	Ts01	gen_wysc_0002	04431	mp-jgn_F
00229	Ts01	gen_wysc_0002	04484	mp-cgaex_O
00230	Ts01	gen_wysc_0002	04495	mp-cgaex_O
00231	Ts01	gen_wysc_0002	04590	mp-cgaex_O
00232	Ts01	gen_wysc_0002	04671	mp-cgaex_O
00233	Ts01	gen_wysc_0002	04713	mp-bcssf_O
00234	Ts01	gen_wysc_0002	04835	mp-cgaex_O
00235	Ts01	gen_wysc_0002	04858	mp-jgn_F
00236	Ts01	gen_wysc_0002	04915	mp-bfrqs_S
00237	Ts01	gen_wysc_0002	05004	mp-bfpal_O
00238	Ts01	gen_wysc_0002	05026	mp-hfo_Tl
00239	Ts01	gen_wysc_0002	05047	mp-bgwv_O
00240	Ts01	gen_wysc_0002	05168	mp-bnqly_H
00241	Ts01	gen_wysc_0002	05276	mp-mxn_F
00242	Ts01	gen_wysc_0002	05351	mp-bcssf_O
00243	Ts01	gen_wysc_0002	05425	mp-cgaex_O
00244	Ts01	gen_wysc_0002	05432	mp-brjtz_F
00245	Ts01	gen_wysc_0002	05460	mp-bizmh_Cs
00246	Ts01	gen_wysc_0002	05706	mp-bcssf_O
00247	Ts01	gen_wysc_0002	05727	mp-bnqly_H
00248	Ts01	gen_wysc_0002	05758	mp-beup_F
00249	Ts01	gen_wysc_0002	06040	mp-tbl_O
00250	Ts01	gen_wysc_0002	06295	mp-bizmh_Cs
00251	Ts01	gen_wysc_0002	06381	mp-cgaex_O
00252	Ts01	gen_wysc_0002	06772	mp-bizmh_Cs
00253	Ts01	gen_wysc_0002	06903	mp-bnqly_H
00254	Ts01	gen_wysc_0002	06908	mp-cgaex_O
00255	Ts01	gen_wysc_0002	06967	mp-bcssf_O
00256	Ts01	gen_wysc_0002	07093	mp-bizmh_Cs
00257	Ts01	gen_wysc_0002	07125	mp-bizmh_Cs
00258	Ts01	gen_wysc_0002	07370	mp-cgaex_O
00259	Ts01	gen_wysc_0002	07441	mp-bizmh_Cs
00260	Ts01	gen_wysc_0002	07629	mp-bizmh_Cs
00261	Ts01	gen_wysc_0002	08000	mp-bizmh_Cs
00262	Ts01	gen_wysc_0002	08023	mp-bfrqs_S
00263	Ts01	gen_wysc_0002	08051	mp-brjtz_F
00264	Ts01	gen_wysc_0002	08111	mp-jgn_F
00265	Ts01	gen_wysc_0002	08256	mp-cgaex_O
00266	Ts01	gen_wysc_0002	08306	mp-bsvk_O
00267	Ts01	gen_wysc_0002	08323	mp-bgwv_O
00268	Ts01	gen_wysc_0002	08346	mp-jgn_F
00269	Ts01	gen_wysc_0002	08464	mp-bizmh_Cs
00270	Ts01	gen_wysc_0002	08631	mp-bizmh_Cs
00271	Ts01	gen_wysc_0002	08766	mp-bizmh_Cs
00272	Ts01	gen_wysc_0002	08794	mp-bbjx_F
00273	Ts01	gen_wysc_0002	08861	mp-bbkq_V
00274	Ts01	gen_wysc_0002	08868	mp-bizmh_Cs
00275	Ts01	gen_wysc_0002	09048	mp-mxn_F
00276	Ts01	gen_wysc_0002	09071	mp-bsvk_O
00277	Ts01	gen_wysc_0002	09134	mp-bsvk_O
00278	Ts01	gen_wysc_0002	09149	mp-bcssf_O
00279	Ts01	gen_wysc_0002	09218	mp-bizmh_Cs
00280	Ts01	gen_wysc_0002	09316	mp-bfrqs_S
00281	Ts01	gen_wysc_0002	09360	mp-bizmh_Cs
00282	Ts01	gen_wysc_0002	09520	mp-cgaex_O
00283	Ts01	gen_wysc_0003	00032	mp-bcssf_O
00284	Ts01	gen_wysc_0003	00153	mp-jgn_F
00285	Ts01	gen_wysc_0003	00168	mp-bcssf_O
00286	Ts01	gen_wysc_0003	00364	mp-bizmh_Cs
00287	Ts01	gen_wysc_0003	00417	mp-bnqly_H
00288	Ts01	gen_wysc_0003	00537	mp-bcssf_O
00289	Ts01	gen_wysc_0003	00603	mp-bizmh_Cs
00290	Ts01	gen_wysc_0003	00665	mp-cgaex_O
00291	Ts01	gen_wysc_0003	00707	mp-bgihr_Cl
00292	Ts01	gen_wysc_0003	00720	mp-bbkq_V
00293	Ts01	gen_wysc_0003	00841	mp-hfo_Tl
00294	Ts01	gen_wysc_0003	00962	mp-bcssf_O
00295	Ts01	gen_wysc_0003	00977	mp-bsvk_O
00296	Ts01	gen_wysc_0003	00994	mp-bizmh_Cs
00297	Ts01	gen_wysc_0003	01023	mp-jgn_F
00298	Ts01	gen_wysc_0003	01060	mp-mxn_F
00299	Ts01	gen_wysc_0003	01164	mp-jgn_F
00300	Ts01	gen_wysc_0003	01210	mp-hfo_Tl
00301	Ts01	gen_wysc_0003	01212	mp-brjtz_F
00302	Ts01	gen_wysc_0003	01416	mp-bizmh_Cs
00303	Ts01	gen_wysc_0003	01499	mp-cgaex_O
00304	Ts01	gen_wysc_0003	01667	mp-cgaex_O
00305	Ts01	gen_wysc_0003	01811	mp-cgaex_O
00306	Ts01	gen_wysc_0003	01869	mp-bcssf_O
00307	Ts01	gen_wysc_0003	01884	mp-mxn_F
00308	Ts01	gen_wysc_0003	02065	mp-tbl_O
00309	Ts01	gen_wysc_0003	02174	mp-mxn_F
00310	Ts01	gen_wysc_0003	02289	mp-hfo_Tl
00311	Ts01	gen_wysc_0003	02357	mp-mxn_F
00312	Ts01	gen_wysc_0003	02422	mp-bnqly_H
00313	Ts01	gen_wysc_0003	02428	mp-bsvk_O
00314	Ts01	gen_wysc_0003	02466	mp-bsvk_O
00315	Ts01	gen_wysc_0003	02492	mp-jgn_F
00316	Ts01	gen_wysc_0003	02623	mp-bnqly_H
00317	Ts01	gen_wysc_0003	02689	mp-bnqly_H
00318	Ts01	gen_wysc_0003	02802	mp-cgaex_O
00319	Ts01	gen_wysc_0003	02871	mp-cgaex_O
00320	Ts01	gen_wysc_0003	02930	mp-hfo_Tl
00321	Ts01	gen_wysc_0003	02943	mp-bizmh_Cs
00322	Ts01	gen_wysc_0003	02986	mp-jgn_F
00323	Ts01	gen_wysc_0003	03053	mp-bnqly_H
00324	Ts01	gen_wysc_0003	03286	mp-bbjx_F
00325	Ts01	gen_wysc_0003	03391	mp-bfrqs_S
00326	Ts01	gen_wysc_0003	03482	mp-bnqly_H
00327	Ts01	gen_wysc_0003	03504	mp-tbl_O
00328	Ts01	gen_wysc_0003	03538	mp-tbl_O
00329	Ts01	gen_wysc_0003	03544	mp-bfrqs_S
00330	Ts01	gen_wysc_0003	03649	mp-bfrqs_S
00331	Ts01	gen_wysc_0003	04021	mp-bgwv_O
00332	Ts01	gen_wysc_0003	04214	mp-bgwv_O
00333	Ts01	gen_wysc_0003	04452	mp-hfo_Tl
00334	Ts01	gen_wysc_0003	04849	mp-bfpal_O
00335	Ts01	gen_wysc_0003	04911	mp-cgaex_O
00336	Ts01	gen_wysc_0003	05032	mp-bnqly_H
00337	Ts01	gen_wysc_0003	05075	mp-bizmh_Cs
00338	Ts01	gen_wysc_0003	05137	mp-bizmh_Cs
00339	Ts01	gen_wysc_0003	05175	mp-jgn_F
00340	Ts01	gen_wysc_0003	05200	mp-tbl_O
00341	Ts01	gen_wysc_0003	05210	mp-bizmh_Cs
00342	Ts01	gen_wysc_0003	05473	mp-bbkq_V
00343	Ts01	gen_wysc_0003	05690	mp-bizmh_Cs
00344	Ts01	gen_wysc_0003	05696	mp-bsvk_O
00345	Ts01	gen_wysc_0003	05724	mp-bfrqs_S
00346	Ts01	gen_wysc_0003	05735	mp-bizmh_Cs
00347	Ts01	gen_wysc_0003	05806	mp-bbjx_F
00348	Ts01	gen_wysc_0003	05818	mp-bbkq_V
00349	Ts01	gen_wysc_0003	05896	mp-cgaex_O
00350	Ts01	gen_wysc_0003	05901	mp-tbl_O
00351	Ts01	gen_wysc_0003	05986	mp-hfo_Tl
00352	Ts01	gen_wysc_0003	06632	mp-mxn_F
00353	Ts01	gen_wysc_0003	06770	mp-cgaex_O
00354	Ts01	gen_wysc_0003	06903	mp-bbjx_F
00355	Ts01	gen_wysc_0003	07171	mp-bfrqs_S
00356	Ts01	gen_wysc_0003	07293	mp-mxn_F
00357	Ts01	gen_wysc_0003	07420	mp-cgaex_O
00358	Ts01	gen_wysc_0003	07536	mp-brmsj_F
00359	Ts01	gen_wysc_0003	07599	mp-tbl_O
00360	Ts01	gen_wysc_0003	07832	mp-bizmh_Cs
00361	Ts01	gen_wysc_0003	07880	mp-jgn_F
00362	Ts01	gen_wysc_0003	07930	mp-bbkq_V
00363	Ts01	gen_wysc_0003	08050	mp-bizmh_Cs
00364	Ts01	gen_wysc_0003	08094	mp-jgn_F
00365	Ts01	gen_wysc_0003	08097	mp-bnqly_H
00366	Ts01	gen_wysc_0003	08110	mp-bizmh_Cs
00367	Ts01	gen_wysc_0003	08159	mp-tbl_O
00368	Ts01	gen_wysc_0003	08494	mp-bizmh_Cs
00369	Ts01	gen_wysc_0003	08512	mp-brmsj_F
00370	Ts01	gen_wysc_0003	08781	mp-bsvk_O
00371	Ts01	gen_wysc_0003	08866	mp-bsvk_O
00372	Ts01	gen_wysc_0003	08880	mp-bgihr_Cl
00373	Ts01	gen_wysc_0003	08936	mp-cgaex_O
00374	Ts01	gen_wysc_0003	08937	mp-cgaex_O
00375	Ts01	gen_wysc_0003	09094	mp-bizmh_Cs
00376	Ts01	gen_wysc_0003	09306	mp-beup_F
00377	Ts01	gen_wysc_0003	09337	mp-hfo_Tl
00378	Ts01	gen_wysc_0003	09401	mp-hfo_Tl
00379	Ts01	gen_wysc_0003	09453	mp-bfrqs_S
00380	Ts01	gen_wysc_0003	09580	mp-bsvk_O
00381	Ts01	gen_wysc_0003	09592	mp-bizmh_Cs
00382	Ts01	gen_wysc_0003	09794	mp-bcssf_O
00383	Ts01	gen_wysc_0003	09852	mp-bnqly_H
00384	Ts01	gen_wysc_0004	00095	mp-bfrqs_S
00385	Ts01	gen_wysc_0004	00193	mp-beup_F
00386	Ts01	gen_wysc_0004	00394	mp-bgihr_Cl
00387	Ts01	gen_wysc_0004	00491	mp-bxhns_O
00388	Ts01	gen_wysc_0004	00538	mp-jgn_F
00389	Ts01	gen_wysc_0004	00626	mp-jgn_F
00390	Ts01	gen_wysc_0004	00754	mp-bgwv_O
00391	Ts01	gen_wysc_0004	00846	mp-brjtz_F
00392	Ts01	gen_wysc_0004	00919	mp-jgn_F
00393	Ts01	gen_wysc_0004	00958	mp-jgn_F
00394	Ts01	gen_wysc_0004	01035	mp-bnqly_H
00395	Ts01	gen_wysc_0004	01112	mp-bsvk_O
00396	Ts01	gen_wysc_0004	01219	mp-bfxkl_K
00397	Ts01	gen_wysc_0004	01529	mp-mxn_F
00398	Ts01	gen_wysc_0004	01580	mp-brjtz_F
00399	Ts01	gen_wysc_0004	01611	mp-jgn_F
00400	Ts01	gen_wysc_0004	01655	mp-jgn_F
00401	Ts01	gen_wysc_0004	01663	mp-bizmh_Cs
00402	Ts01	gen_wysc_0004	01719	mp-mxn_F
00403	Ts01	gen_wysc_0004	01766	mp-bizmh_Cs
00404	Ts01	gen_wysc_0004	01821	mp-bfrqs_S
00405	Ts01	gen_wysc_0004	01826	mp-tbl_O
00406	Ts01	gen_wysc_0004	02089	mp-bnqly_H
00407	Ts01	gen_wysc_0004	02291	mp-bizmh_Cs
00408	Ts01	gen_wysc_0004	02381	mp-bfrqs_S
00409	Ts01	gen_wysc_0004	02387	mp-bizmh_Cs
00410	Ts01	gen_wysc_0004	02476	mp-mxn_F
00411	Ts01	gen_wysc_0004	02930	mp-bfrqs_S
00412	Ts01	gen_wysc_0004	03101	mp-cjjtf_O
00413	Ts01	gen_wysc_0004	03144	mp-tbl_O
00414	Ts01	gen_wysc_0004	03203	mp-bfrqs_S
00415	Ts01	gen_wysc_0004	03411	mp-bnqly_H
00416	Ts01	gen_wysc_0004	03593	mp-bcssf_O
00417	Ts01	gen_wysc_0004	03671	mp-bsvk_O
00418	Ts01	gen_wysc_0004	03708	mp-bnqly_H
00419	Ts01	gen_wysc_0004	03850	mp-mxn_F
00420	Ts01	gen_wysc_0004	04040	mp-bizmh_Cs
00421	Ts01	gen_wysc_0004	04092	mp-cgaex_O
00422	Ts01	gen_wysc_0004	04295	mp-bizmh_Cs
00423	Ts01	gen_wysc_0004	04452	mp-bizmh_Cs
00424	Ts01	gen_wysc_0004	04507	mp-bcssf_O
00425	Ts01	gen_wysc_0004	04556	mp-hfo_Tl
00426	Ts01	gen_wysc_0004	04846	mp-mxn_F
00427	Ts01	gen_wysc_0004	04976	mp-bbjx_F
00428	Ts01	gen_wysc_0004	05154	mp-jgn_F
00429	Ts01	gen_wysc_0004	05208	mp-bizmh_Cs
00430	Ts01	gen_wysc_0004	05356	mp-bcssf_O
00431	Ts01	gen_wysc_0004	05371	mp-bgihr_Cl
00432	Ts01	gen_wysc_0004	05449	mp-jgn_F
00433	Ts01	gen_wysc_0004	05637	mp-mxn_F
00434	Ts01	gen_wysc_0004	05704	mp-hfo_Tl
00435	Ts01	gen_wysc_0004	05711	mp-bizmh_Cs
00436	Ts01	gen_wysc_0004	05964	mp-jgn_F
00437	Ts01	gen_wysc_0004	05975	mp-jgn_F
00438	Ts01	gen_wysc_0004	06052	mp-bbkq_V
00439	Ts01	gen_wysc_0004	06055	mp-bizmh_Cs
00440	Ts01	gen_wysc_0004	06131	mp-mxn_F
00441	Ts01	gen_wysc_0004	06481	mp-brjtz_F
00442	Ts01	gen_wysc_0004	06488	mp-bnqly_H
00443	Ts01	gen_wysc_0004	06501	mp-bizmh_Cs
00444	Ts01	gen_wysc_0004	06532	mp-bcssf_O
00445	Ts01	gen_wysc_0004	06585	mp-bgihr_Cl
